project_id,project_name,sector,ministry,implementing_agency,start_date,planned_end_date,update_date,original_cost,revised_cost,expenditure_to_date,physical_progress_pct,milestones_planned,milestones_completed,delay_cause,status
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2025-10-01,1686.68,1770.22,399.04,6.59,21,0,Weather,Watch
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2025-11-01,1686.68,1786.93,370.96,3.0,21,0,Material shortage,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2025-12-01,1686.68,1803.64,515.42,10.36,21,2,Administrative approval,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-01-01,1686.68,1820.35,658.18,14.67,21,3,Funding issue,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-02-01,1686.68,1837.06,618.43,18.06,21,4,Land acquisition,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-03-01,1686.68,1853.77,515.5,15.89,21,5,Land acquisition,Watch
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-04-01,1686.68,1870.48,554.31,9.38,21,0,Weather,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-05-01,1686.68,1887.19,667.17,18.55,21,3,Land acquisition,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-06-01,1686.68,1903.9,911.19,33.71,21,6,Material shortage,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-07-01,1686.68,1920.61,968.9,21.55,21,4,Funding issue,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-08-01,1686.68,1937.32,877.97,22.82,21,4,Funding issue,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-09-01,1686.68,1954.03,1186.98,44.32,21,11,Funding issue,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-10-01,1686.68,1970.74,1145.49,38.9,21,7,Land acquisition,Delayed
P0265,Transport Infrastructure Project 265,Transport,Ministry of Road Transport,Agency Epsilon,2025-06-01,2028-02-01,2026-11-01,1686.68,1987.45,1045.54,33.67,21,6,Funding issue,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-02-01,2432.11,2453.44,431.21,3.0,16,0,None,On Track
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-03-01,2432.11,2474.77,403.32,3.0,16,0,Weather,Delayed
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-04-01,2432.11,2496.09,436.98,7.98,16,1,Weather,Delayed
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-05-01,2432.11,2517.42,242.17,3.0,16,0,Material shortage,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-06-01,2432.11,2538.75,310.05,5.4,16,3,Land acquisition,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-07-01,2432.11,2560.07,649.01,16.58,16,1,Land acquisition,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-08-01,2432.11,2581.4,909.42,21.32,16,4,Administrative approval,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-09-01,2432.11,2602.73,857.74,18.86,16,2,Material shortage,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-10-01,2432.11,2624.05,816.67,21.19,16,4,Administrative approval,Delayed
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-11-01,2432.11,2645.38,1014.81,26.07,16,5,Weather,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2024-12-01,2432.11,2666.71,811.58,25.01,16,2,None,On Track
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-01-01,2432.11,2688.03,1099.21,35.39,16,6,Administrative approval,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-02-01,2432.11,2709.36,1342.15,37.2,16,3,Land acquisition,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-03-01,2432.11,2730.69,1276.25,36.82,16,5,Land acquisition,Watch
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-04-01,2432.11,2752.01,1231.06,37.69,16,5,Administrative approval,Delayed
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-05-01,2432.11,2773.34,1517.23,43.07,16,7,Land acquisition,Delayed
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-06-01,2432.11,2794.67,1369.44,43.14,16,6,Funding issue,Delayed
P0266,Railways Infrastructure Project 266,Railways,Ministry of Railways,Agency Alpha,2024-02-01,2026-09-01,2025-07-01,2432.11,2815.99,1739.79,46.87,16,6,Weather,Watch
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-06-01,2691.81,2694.23,218.92,6.6,18,0,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-07-01,2691.81,2696.66,417.56,8.51,18,0,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-08-01,2691.81,2699.08,546.39,19.21,18,2,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-09-01,2691.81,2701.5,638.74,18.46,18,5,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-10-01,2691.81,2703.93,636.35,24.85,18,5,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-11-01,2691.81,2706.35,846.68,29.53,18,5,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2024-12-01,2691.81,2708.77,959.6,34.93,18,6,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-01-01,2691.81,2711.2,923.4,36.1,18,6,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-02-01,2691.81,2713.62,1380.65,42.55,18,7,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-03-01,2691.81,2716.05,945.13,43.24,18,8,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-04-01,2691.81,2718.47,1569.8,53.42,18,8,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-05-01,2691.81,2720.89,1578.7,57.18,18,10,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-06-01,2691.81,2723.32,1730.79,61.38,18,10,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-07-01,2691.81,2725.74,2009.66,68.24,18,13,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-08-01,2691.81,2728.16,1754.07,65.76,18,12,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-09-01,2691.81,2730.59,2189.68,79.56,18,15,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-10-01,2691.81,2733.01,2166.02,78.26,18,14,None,On Track
P0267,Water Infrastructure Project 267,Water,Ministry of Jal Shakti,Agency Gamma,2024-06-01,2026-04-01,2025-11-01,2691.81,2735.43,2502.48,88.76,18,16,None,On Track
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-04-01,2220.95,2231.87,392.69,3.0,23,0,Land acquisition,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-05-01,2220.95,2242.78,212.77,3.0,23,0,Weather,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-06-01,2220.95,2253.7,272.08,3.68,23,2,Administrative approval,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-07-01,2220.95,2264.62,480.79,15.85,23,4,Administrative approval,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-08-01,2220.95,2275.53,593.25,19.23,23,4,Funding issue,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-09-01,2220.95,2286.45,676.07,16.97,23,5,Weather,Delayed
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-10-01,2220.95,2297.37,896.82,25.39,23,7,None,On Track
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-11-01,2220.95,2308.28,863.71,30.16,23,7,Land acquisition,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2024-12-01,2220.95,2319.2,1037.38,32.64,23,6,Material shortage,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-01-01,2220.95,2330.12,954.06,34.56,23,8,Material shortage,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-02-01,2220.95,2341.03,1260.54,43.62,23,9,Land acquisition,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-03-01,2220.95,2351.95,1237.28,47.44,23,11,Land acquisition,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-04-01,2220.95,2362.87,1534.48,52.03,23,11,Funding issue,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-05-01,2220.95,2373.78,1539.53,52.87,23,11,None,On Track
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-06-01,2220.95,2384.7,1569.84,57.87,23,12,Land acquisition,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-07-01,2220.95,2395.62,1702.83,59.25,23,13,Administrative approval,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-08-01,2220.95,2406.53,1783.89,66.54,23,14,Administrative approval,Watch
P0268,Urban Development Infrastructure Project 268,Urban Development,Ministry of Housing and Urban Affairs,Agency Gamma,2024-04-01,2026-04-01,2025-09-01,2220.95,2417.45,2022.03,70.49,23,17,Funding issue,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-02-01,2123.83,2145.23,184.78,3.0,28,0,None,On Track
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-03-01,2123.83,2166.63,353.42,6.05,28,4,Administrative approval,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-04-01,2123.83,2188.04,265.49,5.52,28,2,Administrative approval,Delayed
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-05-01,2123.83,2209.44,523.86,13.26,28,2,Administrative approval,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-06-01,2123.83,2230.84,579.85,18.59,28,5,Material shortage,Delayed
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-07-01,2123.83,2252.24,672.28,17.86,28,5,Material shortage,Delayed
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-08-01,2123.83,2273.65,794.17,26.13,28,8,Material shortage,Delayed
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-09-01,2123.83,2295.05,867.59,27.07,28,5,None,On Track
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-10-01,2123.83,2316.45,921.52,25.04,28,6,None,On Track
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-11-01,2123.83,2337.85,1013.63,37.99,28,10,Land acquisition,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2025-12-01,2123.83,2359.26,1195.07,42.21,28,13,Funding issue,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-01-01,2123.83,2380.66,1181.63,40.98,28,9,Administrative approval,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-02-01,2123.83,2402.06,1241.83,42.13,28,10,Weather,Watch
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-03-01,2123.83,2423.46,1322.12,42.44,28,10,Weather,Delayed
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-04-01,2123.83,2444.86,1685.86,57.2,28,13,None,On Track
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-05-01,2123.83,2466.27,1479.77,49.66,28,14,None,On Track
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-06-01,2123.83,2487.67,1582.75,55.54,28,14,Funding issue,Delayed
P0269,Transport Infrastructure Project 269,Transport,Ministry of Road Transport,Agency Beta,2025-02-01,2027-04-01,2026-07-01,2123.83,2509.07,2026.28,66.67,28,18,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-01-01,1919.47,1919.99,83.05,4.45,21,0,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-02-01,1919.47,1920.51,224.81,10.04,21,2,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-03-01,1919.47,1921.03,254.94,14.67,21,1,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-04-01,1919.47,1921.55,375.7,19.37,21,4,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-05-01,1919.47,1922.08,309.2,22.17,21,6,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-06-01,1919.47,1922.6,516.32,22.73,21,5,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-07-01,1919.47,1923.12,435.42,24.76,21,4,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-08-01,1919.47,1923.64,468.76,29.68,21,5,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-09-01,1919.47,1924.16,793.8,38.05,21,7,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-10-01,1919.47,1924.68,673.42,33.1,21,5,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-11-01,1919.47,1925.2,739.95,39.28,21,7,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2024-12-01,1919.47,1925.72,797.05,43.49,21,8,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2025-01-01,1919.47,1926.24,873.23,47.29,21,9,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2025-02-01,1919.47,1926.76,1056.01,54.06,21,10,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2025-03-01,1919.47,1927.29,1149.71,55.62,21,12,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2025-04-01,1919.47,1927.81,1088.7,61.79,21,13,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2025-05-01,1919.47,1928.33,1134.21,61.69,21,12,None,On Track
P0270,Transport Infrastructure Project 270,Transport,Ministry of Road Transport,Agency Beta,2024-01-01,2026-05-01,2025-06-01,1919.47,1928.85,1409.83,70.43,21,14,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-06-01,4406.07,4431.49,577.37,3.0,29,0,Material shortage,Delayed
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-07-01,4406.07,4456.92,730.12,3.53,29,2,Material shortage,Delayed
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-08-01,4406.07,4482.34,980.8,9.39,29,4,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-09-01,4406.07,4507.77,578.17,6.51,29,1,Weather,Delayed
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-10-01,4406.07,4533.19,1313.95,19.44,29,5,Administrative approval,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-11-01,4406.07,4558.61,1467.9,22.6,29,6,Land acquisition,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2024-12-01,4406.07,4584.04,1340.56,18.07,29,3,Land acquisition,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-01-01,4406.07,4609.46,1916.97,30.45,29,8,Funding issue,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-02-01,4406.07,4634.88,2050.74,33.65,29,9,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-03-01,4406.07,4660.31,2293.67,39.67,29,11,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-04-01,4406.07,4685.73,2169.44,38.66,29,11,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-05-01,4406.07,4711.16,2824.39,45.79,29,14,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-06-01,4406.07,4736.58,3145.35,53.59,29,15,Administrative approval,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-07-01,4406.07,4762.0,3227.01,56.42,29,16,Material shortage,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-08-01,4406.07,4787.43,2829.24,51.35,29,14,Funding issue,Watch
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-09-01,4406.07,4812.85,3264.32,61.57,29,18,None,On Track
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-10-01,4406.07,4838.28,3356.59,59.68,29,18,Administrative approval,Delayed
P0271,Transport Infrastructure Project 271,Transport,Ministry of Road Transport,Agency Delta,2024-06-01,2026-06-01,2025-11-01,4406.07,4863.7,3991.08,73.06,29,19,None,On Track
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-01-01,1382.44,1398.58,251.4,3.0,10,0,None,On Track
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-02-01,1382.44,1414.73,224.89,3.0,10,0,Land acquisition,Delayed
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-03-01,1382.44,1430.87,177.61,3.0,10,0,Funding issue,Delayed
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-04-01,1382.44,1447.01,201.99,3.0,10,0,Material shortage,Delayed
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-05-01,1382.44,1463.16,348.85,9.2,10,0,Land acquisition,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-06-01,1382.44,1479.3,330.8,7.6,10,1,None,On Track
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-07-01,1382.44,1495.44,365.09,10.82,10,0,Material shortage,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-08-01,1382.44,1511.59,322.03,11.98,10,0,Funding issue,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-09-01,1382.44,1527.73,429.03,18.05,10,1,Weather,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-10-01,1382.44,1543.87,467.67,20.57,10,1,Weather,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-11-01,1382.44,1560.02,500.69,20.9,10,3,Material shortage,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2024-12-01,1382.44,1576.16,537.3,26.59,10,3,Material shortage,Delayed
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2025-01-01,1382.44,1592.3,792.73,36.21,10,3,Funding issue,Delayed
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2025-02-01,1382.44,1608.45,664.76,30.74,10,3,Weather,Delayed
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2025-03-01,1382.44,1624.59,825.07,43.79,10,3,None,On Track
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2025-04-01,1382.44,1640.73,934.89,42.36,10,3,Funding issue,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2025-05-01,1382.44,1656.88,829.05,38.58,10,2,Funding issue,Watch
P0272,Urban Development Infrastructure Project 272,Urban Development,Ministry of Housing and Urban Affairs,Agency Beta,2024-01-01,2026-11-01,2025-06-01,1382.44,1673.02,951.73,46.61,10,2,Land acquisition,Watch
P0273,Transport Infrastructure Project 273,Transport,Ministry of Road Transport,Agency Gamma,2024-04-01,2026-07-01,2024-04-01,2203.17,2203.64,66.11,6.86,12,1,None,On Track
P0273,Transport Infrastructure Project 273,Transport,Ministry of Road Transport,Agency Gamma,2024-04-01,2026-07-01,2024-05-01,2203.17,2204.1,276.35,16.27,12,1,None,On Track
P0273,Transport Infrastructure Project 273,Transport,Ministry of Road Transport,Agency Gamma,2024-04-01,2026-07-01,2024-06-01,2203.17,2204.57,371.4,16.75,12,2,None,On Track
P0273,Transport Infrastructure Project 273,Transport,Ministry of Road Transport,Agency Gamma,2024-04-01,2026-07-01,2024-07-01,2203.17,2205.04,338.64,16.64,12,1,None,On Track
P0273,Transport Infrastructure Project 273,Transport,Ministry of Road Transport,Agency Gamma,2024-04-01,2026-07-01,2024-08-01,2203.17,2205.51,399.18,21.64,12,2,None,On Track
P0273,Transport Infrastructure Project 273,Transport,Ministry of Road Transport,Agency Gamma,2024-04-01,2026-07-01,2024-09-01,2203.17,2205.97,632.46,29.93,12,2,None,On Track
